suburb,state,sal_code,census_year,median_age,median_household_income_weekly,avg_household_size,owner_occupied_pct,renter_pct,household_composition_json
Timor,VIC,SAL22519,2021,55.0,1031.0,2.4,73.1,0.0,"{""family_household_pct"": 69.2, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 19.2}"
Timor West,VIC,SAL22520,2021,39.0,1625.0,2.7,33.3,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tinamba,VIC,SAL22521,2021,45.0,1267.0,2.4,68.7,20.9,"{""family_household_pct"": 65.7, ""non_family_household_pct"": 29.9, ""lone_person_pct"": 31.3}"
Tinamba West,VIC,SAL22522,2021,41.0,1437.0,2.7,47.6,19.0,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 19.0, ""lone_person_pct"": 19.0}"
Tintaldra,VIC,SAL22523,2021,58.0,974.0,2.2,84.0,28.0,"{""family_household_pct"": 76.0, ""non_family_household_pct"": 24.0, ""lone_person_pct"": 24.0}"
Tittybong,VIC,SAL22524,2021,72.0,824.0,1.0,,,
Tol Tol,VIC,SAL22525,2021,35.0,2146.0,3.3,58.8,21.6,"{""family_household_pct"": 86.3, ""non_family_household_pct"": 9.8, ""lone_person_pct"": 7.8}"
Tolmie,VIC,SAL22526,2021,52.0,1353.0,2.3,91.6,6.5,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 23.4, ""lone_person_pct"": 21.5}"
Tom Groggin,VIC,SAL22527,2021,10.0,2750.0,8.0,,,
Tongala,VIC,SAL22528,2021,41.0,1220.0,2.4,73.3,22.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 33.5, ""lone_person_pct"": 32.3}"
Tonghi Creek,VIC,SAL22529,2021,78.0,1375.0,2.0,0.0,133.3,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tongio,VIC,SAL22530,2021,57.0,1281.0,1.9,87.0,0.0,"{""family_household_pct"": 69.6, ""non_family_household_pct"": 34.8, ""lone_person_pct"": 34.8}"
Tonimbuk,VIC,SAL22531,2021,50.0,2024.0,2.6,79.3,9.8,"{""family_household_pct"": 87.8, ""non_family_household_pct"": 12.2, ""lone_person_pct"": 12.2}"
Tooan,VIC,SAL22532,2021,55.0,1125.0,1.9,66.7,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 66.7, ""lone_person_pct"": 66.7}"
Tooborac,VIC,SAL22533,2021,49.0,1361.0,2.3,80.8,10.0,"{""family_household_pct"": 71.7, ""non_family_household_pct"": 30.0, ""lone_person_pct"": 28.3}"
Toolamba,VIC,SAL22534,2021,40.0,1960.0,2.8,81.5,12.0,"{""family_household_pct"": 81.5, ""non_family_household_pct"": 16.4, ""lone_person_pct"": 14.5}"
Toolamba West,VIC,SAL22535,2021,35.0,2156.0,2.6,87.2,0.0,"{""family_household_pct"": 79.5, ""non_family_household_pct"": 25.6, ""lone_person_pct"": 25.6}"
Toolangi,VIC,SAL22536,2021,48.0,1611.0,2.6,82.1,12.2,"{""family_household_pct"": 84.6, ""non_family_household_pct"": 16.3, ""lone_person_pct"": 19.5}"
Toolern Vale,VIC,SAL22537,2021,44.0,1908.0,2.9,86.0,7.5,"{""family_household_pct"": 81.5, ""non_family_household_pct"": 18.5, ""lone_person_pct"": 18.1}"
Toolleen,VIC,SAL22538,2021,46.0,1430.0,2.4,79.5,7.7,"{""family_household_pct"": 71.8, ""non_family_household_pct"": 25.6, ""lone_person_pct"": 28.2}"
Toolome,VIC,SAL22539,2021,0.0,0.0,0.0,,,
Toolondo,VIC,SAL22540,2021,44.0,1050.0,2.2,81.2,9.4,"{""family_household_pct"": 56.2, ""non_family_household_pct"": 46.9, ""lone_person_pct"": 46.9}"
Toolong,VIC,SAL22541,2021,40.0,1625.0,2.5,77.1,0.0,"{""family_household_pct"": 68.6, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 17.1}"
Toombon,VIC,SAL22542,2021,0.0,0.0,0.0,,,
Toongabbie,VIC,SAL22543,2021,39.0,1732.0,2.7,91.9,3.5,"{""family_household_pct"": 79.0, ""non_family_household_pct"": 22.1, ""lone_person_pct"": 20.5}"
Toora,VIC,SAL22544,2021,53.0,935.0,2.1,79.7,18.9,"{""family_household_pct"": 61.1, ""non_family_household_pct"": 38.2, ""lone_person_pct"": 37.2}"
Toora North,VIC,SAL22545,2021,58.0,985.0,1.8,85.1,6.4,"{""family_household_pct"": 51.1, ""non_family_household_pct"": 40.4, ""lone_person_pct"": 40.4}"
Tooradin,VIC,SAL22546,2021,40.0,1954.0,2.9,81.9,13.6,"{""family_household_pct"": 80.3, ""non_family_household_pct"": 18.8, ""lone_person_pct"": 17.3}"
Toorak,VIC,SAL22547,2021,47.0,2533.0,2.1,65.2,31.1,"{""family_household_pct"": 59.6, ""non_family_household_pct"": 40.5, ""lone_person_pct"": 35.2}"
Toorloo Arm,VIC,SAL22548,2021,45.0,1317.0,2.6,71.2,22.2,"{""family_household_pct"": 75.2, ""non_family_household_pct"": 26.8, ""lone_person_pct"": 24.8}"
Toorongo,VIC,SAL22549,2021,0.0,0.0,0.0,,,
Tootgarook,VIC,SAL22550,2021,46.0,1294.0,2.3,67.8,28.0,"{""family_household_pct"": 66.9, ""non_family_household_pct"": 33.1, ""lone_person_pct"": 30.7}"
Torquay,VIC,SAL22551,2021,39.0,2295.0,2.7,75.7,21.3,"{""family_household_pct"": 77.6, ""non_family_household_pct"": 22.4, ""lone_person_pct"": 19.2}"
Torrita,VIC,SAL22552,2021,55.0,2250.0,2.4,66.7,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 20.0}"
Torrumbarry,VIC,SAL22553,2021,43.0,1774.0,2.7,77.8,16.7,"{""family_household_pct"": 74.4, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 15.6}"
Torwood,VIC,SAL22554,2021,50.0,2624.0,3.4,71.4,0.0,"{""family_household_pct"": 114.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tostaree,VIC,SAL22555,2021,36.0,1312.0,2.3,88.9,44.4,"{""family_household_pct"": 88.9, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tottenham,VIC,SAL22556,2021,30.0,449.0,1.5,,,
Tottington,VIC,SAL22557,2021,27.0,1999.0,3.0,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tourello,VIC,SAL22558,2021,39.0,1312.0,3.1,130.0,0.0,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Towan,VIC,SAL22559,2021,48.0,2250.0,2.8,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Towaninny,VIC,SAL22560,2021,61.0,2624.0,2.0,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Towaninny South,VIC,SAL22561,2021,0.0,0.0,0.0,,,
Tower Hill,VIC,SAL22562,2021,45.0,2437.0,2.8,84.4,21.9,"{""family_household_pct"": 71.9, ""non_family_household_pct"": 28.1, ""lone_person_pct"": 9.4}"
Towong,VIC,SAL22563,2021,60.0,1291.0,2.2,86.7,5.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 25.0}"
Towong Upper,VIC,SAL22564,2021,49.0,2166.0,2.8,116.7,0.0,"{""family_household_pct"": 108.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Trafalgar,VIC,SAL22565,2021,41.0,1448.0,2.4,75.7,20.8,"{""family_household_pct"": 69.5, ""non_family_household_pct"": 30.3, ""lone_person_pct"": 28.3}"
Trafalgar East,VIC,SAL22566,2021,47.0,1894.0,2.7,88.8,8.4,"{""family_household_pct"": 85.3, ""non_family_household_pct"": 15.4, ""lone_person_pct"": 11.9}"
Trafalgar South,VIC,SAL22567,2021,49.0,2015.0,2.4,93.1,6.0,"{""family_household_pct"": 74.1, ""non_family_household_pct"": 23.3, ""lone_person_pct"": 19.8}"
Tragowel,VIC,SAL22568,2021,48.0,1437.0,2.4,100.0,0.0,"{""family_household_pct"": 64.3, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 35.7}"
Traralgon,VIC,SAL22569,2021,39.0,1484.0,2.3,71.0,26.0,"{""family_household_pct"": 65.8, ""non_family_household_pct"": 34.2, ""lone_person_pct"": 31.3}"
Traralgon East,VIC,SAL22570,2021,46.0,2306.0,2.7,92.3,5.1,"{""family_household_pct"": 83.5, ""non_family_household_pct"": 15.9, ""lone_person_pct"": 13.9}"
Traralgon South,VIC,SAL22571,2021,39.0,2369.0,3.0,96.5,4.1,"{""family_household_pct"": 91.8, ""non_family_household_pct"": 11.2, ""lone_person_pct"": 7.1}"
Travancore,VIC,SAL22572,2021,33.0,1692.0,1.9,41.6,55.0,"{""family_household_pct"": 49.2, ""non_family_household_pct"": 50.7, ""lone_person_pct"": 41.8}"
Trawalla,VIC,SAL22573,2021,49.0,1666.0,2.3,78.2,5.5,"{""family_household_pct"": 74.5, ""non_family_household_pct"": 27.3, ""lone_person_pct"": 29.1}"
Trawool,VIC,SAL22574,2021,54.0,1625.0,2.4,100.0,21.2,"{""family_household_pct"": 78.8, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 21.2}"
Traynors Lagoon,VIC,SAL22575,2021,42.0,900.0,2.6,54.5,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tremont,VIC,SAL22576,2021,39.0,2187.0,2.7,79.2,0.0,"{""family_household_pct"": 79.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Trentham,VIC,SAL22577,2021,56.0,1489.0,2.2,84.8,11.2,"{""family_household_pct"": 69.4, ""non_family_household_pct"": 31.8, ""lone_person_pct"": 29.3}"
Trentham East,VIC,SAL22578,2021,50.0,2204.0,2.4,88.4,7.2,"{""family_household_pct"": 78.3, ""non_family_household_pct"": 23.2, ""lone_person_pct"": 23.2}"
Tresco,VIC,SAL22579,2021,46.0,1399.0,2.7,78.0,5.1,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 23.7, ""lone_person_pct"": 15.3}"
Tresco West,VIC,SAL22580,2021,33.0,1375.0,3.3,82.6,13.0,"{""family_household_pct"": 84.8, ""non_family_household_pct"": 6.5, ""lone_person_pct"": 13.0}"
Trida,VIC,SAL22581,2021,46.0,1375.0,2.9,105.0,0.0,"{""family_household_pct"": 95.0, ""non_family_household_pct"": 45.0, ""lone_person_pct"": 25.0}"
Truganina,VIC,SAL22582,2021,30.0,2126.0,3.4,65.9,30.9,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 14.4, ""lone_person_pct"": 9.8}"
Tubbut,VIC,SAL22583,2021,60.0,450.0,1.4,30.0,0.0,"{""family_household_pct"": 30.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Tuerong,VIC,SAL22584,2021,52.0,2291.0,2.7,90.3,14.2,"{""family_household_pct"": 85.8, ""non_family_household_pct"": 16.8, ""lone_person_pct"": 13.3}"
Tulkara,VIC,SAL22585,2021,63.0,699.0,1.8,71.4,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 42.9, ""lone_person_pct"": 0.0}"
Tullamarine,VIC,SAL22586,2021,39.0,1404.0,2.3,62.2,34.1,"{""family_household_pct"": 63.8, ""non_family_household_pct"": 36.2, ""lone_person_pct"": 33.5}"
Tungamah,VIC,SAL22587,2021,50.0,1008.0,2.3,74.0,13.6,"{""family_household_pct"": 70.6, ""non_family_household_pct"": 30.5, ""lone_person_pct"": 24.3}"
Turoar,VIC,SAL22588,2021,66.0,2250.0,1.7,100.0,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Turriff,VIC,SAL22589,2021,40.0,1812.0,2.4,28.6,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 28.6}"
Turriff East,VIC,SAL22590,2021,60.0,725.0,1.3,125.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 75.0, ""lone_person_pct"": 75.0}"
Turtons Creek,VIC,SAL22591,2021,51.0,1062.0,2.1,100.0,26.7,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 53.3, ""lone_person_pct"": 53.3}"
Tutye,VIC,SAL22592,2021,60.0,1249.0,2.0,75.0,0.0,"{""family_household_pct"": 62.5, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 37.5}"
Tyaak,VIC,SAL22593,2021,38.0,1875.0,3.1,100.0,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 29.2, ""lone_person_pct"": 25.0}"
Tyabb,VIC,SAL22594,2021,42.0,1858.0,2.7,84.6,13.2,"{""family_household_pct"": 77.4, ""non_family_household_pct"": 22.7, ""lone_person_pct"": 21.2}"
Tyenna,VIC,SAL22595,2021,52.0,0.0,0.0,,,
Tyers,VIC,SAL22596,2021,41.0,2051.0,2.6,92.6,4.2,"{""family_household_pct"": 80.4, ""non_family_household_pct"": 20.5, ""lone_person_pct"": 17.0}"
Tylden,VIC,SAL22597,2021,41.0,2098.0,2.6,83.7,11.3,"{""family_household_pct"": 70.6, ""non_family_household_pct"": 27.6, ""lone_person_pct"": 24.9}"
Tynong,VIC,SAL22598,2021,41.0,1976.0,2.8,78.7,14.2,"{""family_household_pct"": 78.7, ""non_family_household_pct"": 22.5, ""lone_person_pct"": 22.5}"
Tynong North,VIC,SAL22599,2021,46.0,2339.0,2.9,81.0,19.0,"{""family_household_pct"": 81.0, ""non_family_household_pct"": 21.2, ""lone_person_pct"": 19.7}"
Tyntynder,VIC,SAL22600,2021,37.0,1474.0,2.8,74.5,21.8,"{""family_household_pct"": 70.9, ""non_family_household_pct"": 21.8, ""lone_person_pct"": 20.0}"
Tyntynder South,VIC,SAL22601,2021,46.0,1390.0,2.6,83.1,14.5,"{""family_household_pct"": 78.3, ""non_family_household_pct"": 25.3, ""lone_person_pct"": 19.3}"
Tyrendarra,VIC,SAL22602,2021,50.0,1792.0,2.4,76.8,7.3,"{""family_household_pct"": 72.0, ""non_family_household_pct"": 19.5, ""lone_person_pct"": 19.5}"
Tyrendarra East,VIC,SAL22603,2021,50.0,2250.0,2.7,0.0,0.0,"{""family_household_pct"": 116.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tyrrell,VIC,SAL22604,2021,55.0,1875.0,2.5,71.4,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tyrrell Downs,VIC,SAL22605,2021,63.0,1125.0,2.0,57.1,0.0,"{""family_household_pct"": 42.9, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Ullina,VIC,SAL22606,2021,61.0,1437.0,2.0,115.4,0.0,"{""family_household_pct"": 46.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Ullswater,VIC,SAL22607,2021,51.0,1562.0,2.5,80.0,0.0,"{""family_household_pct"": 70.0, ""non_family_household_pct"": 15.0, ""lone_person_pct"": 15.0}"
Ultima,VIC,SAL22608,2021,50.0,962.0,2.0,79.4,14.7,"{""family_household_pct"": 47.1, ""non_family_household_pct"": 51.5, ""lone_person_pct"": 51.5}"
Ultima East,VIC,SAL22609,2021,0.0,0.0,0.0,,,
Ulupna,VIC,SAL22610,2021,59.0,1875.0,2.5,33.3,0.0,"{""family_household_pct"": 77.8, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Undera,VIC,SAL22611,2021,42.0,1458.0,2.7,73.8,13.5,"{""family_household_pct"": 80.1, ""non_family_household_pct"": 17.7, ""lone_person_pct"": 19.1}"
Underbool,VIC,SAL22612,2021,51.0,1273.0,2.1,83.9,6.5,"{""family_household_pct"": 63.4, ""non_family_household_pct"": 29.0, ""lone_person_pct"": 33.3}"
Upotipotpon,VIC,SAL22613,2021,58.0,1292.0,2.1,108.7,0.0,"{""family_household_pct"": 82.6, ""non_family_household_pct"": 30.4, ""lone_person_pct"": 30.4}"
Upper Ferntree Gully,VIC,SAL22614,2021,41.0,2039.0,2.6,84.3,14.0,"{""family_household_pct"": 74.9, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 22.9}"
Upper Gundowring,VIC,SAL22615,2021,46.0,1593.0,2.6,88.1,14.3,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 35.7}"
Upper Lurg,VIC,SAL22616,2021,50.0,1541.0,2.4,65.2,8.7,"{""family_household_pct"": 73.9, ""non_family_household_pct"": 21.7, ""lone_person_pct"": 21.7}"
Upper Plenty,VIC,SAL22617,2021,43.0,1687.0,2.7,96.9,3.9,"{""family_household_pct"": 75.6, ""non_family_household_pct"": 23.6, ""lone_person_pct"": 22.8}"
Upper Ryans Creek,VIC,SAL22618,2021,59.0,1312.0,2.4,130.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Upton Hill,VIC,SAL22619,2021,48.0,1624.0,2.3,23.5,35.3,"{""family_household_pct"": 41.2, ""non_family_household_pct"": 29.4, ""lone_person_pct"": 23.5}"
Upwey,VIC,SAL22620,2021,41.0,2171.0,2.7,88.6,9.6,"{""family_household_pct"": 80.4, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 17.1}"
Valencia Creek,VIC,SAL22621,2021,42.0,1625.0,2.6,83.1,5.1,"{""family_household_pct"": 79.7, ""non_family_household_pct"": 20.3, ""lone_person_pct"": 20.3}"
Vasey,VIC,SAL22622,2021,50.0,1458.0,2.6,64.7,0.0,"{""family_household_pct"": 76.5, ""non_family_household_pct"": 23.5, ""lone_person_pct"": 23.5}"
Vaughan,VIC,SAL22623,2021,46.0,2125.0,2.0,79.2,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 29.2, ""lone_person_pct"": 29.2}"
Vectis,VIC,SAL22624,2021,42.0,2104.0,2.9,83.6,4.9,"{""family_household_pct"": 86.9, ""non_family_household_pct"": 11.5, ""lone_person_pct"": 13.1}"
Ventnor,VIC,SAL22625,2021,58.0,1292.0,2.2,84.3,13.7,"{""family_household_pct"": 68.3, ""non_family_household_pct"": 32.2, ""lone_person_pct"": 30.2}"
Venus Bay,VIC,SAL22626,2021,58.0,922.0,1.8,82.0,14.9,"{""family_household_pct"": 55.6, ""non_family_household_pct"": 44.7, ""lone_person_pct"": 41.6}"
Vermont,VIC,SAL22627,2021,40.0,2042.0,2.8,79.4,18.6,"{""family_household_pct"": 78.6, ""non_family_household_pct"": 21.3, ""lone_person_pct"": 19.6}"
Vermont South,VIC,SAL22628,2021,46.0,1944.0,2.8,81.1,13.8,"{""family_household_pct"": 81.3, ""non_family_household_pct"": 18.7, ""lone_person_pct"": 16.7}"
Vervale,VIC,SAL22629,2021,55.0,1375.0,2.5,55.6,27.8,"{""family_household_pct"": 55.6, ""non_family_household_pct"": 16.7, ""lone_person_pct"": 22.2}"
Vesper,VIC,SAL22630,2021,63.0,1274.0,2.2,53.8,11.5,"{""family_household_pct"": 42.3, ""non_family_household_pct"": 42.3, ""lone_person_pct"": 19.2}"
Victoria Point,VIC,SAL22631,2021,30.0,575.0,3.0,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Victoria Valley,VIC,SAL22632,2021,56.0,1208.0,2.4,104.3,17.4,"{""family_household_pct"": 69.6, ""non_family_household_pct"": 21.7, ""lone_person_pct"": 26.1}"
Viewbank,VIC,SAL22633,2021,43.0,2062.0,2.8,84.8,12.9,"{""family_household_pct"": 80.4, ""non_family_household_pct"": 19.6, ""lone_person_pct"": 18.5}"
Vinifera,VIC,SAL22634,2021,49.0,1708.0,2.5,88.5,4.9,"{""family_household_pct"": 85.2, ""non_family_household_pct"": 16.4, ""lone_person_pct"": 13.1}"
Violet Town,VIC,SAL22635,2021,57.0,955.0,1.9,75.7,17.4,"{""family_household_pct"": 55.6, ""non_family_household_pct"": 43.9, ""lone_person_pct"": 41.7}"
Vite Vite,VIC,SAL22636,2021,47.0,1624.0,2.9,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Vite Vite North,VIC,SAL22637,2021,40.0,1166.0,2.1,40.0,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 46.7, ""lone_person_pct"": 46.7}"
W Tree,VIC,SAL22638,2021,63.0,725.0,1.9,80.0,0.0,"{""family_household_pct"": 32.0, ""non_family_household_pct"": 44.0, ""lone_person_pct"": 60.0}"
Waaia,VIC,SAL22639,2021,36.0,1350.0,2.9,79.1,9.4,"{""family_household_pct"": 83.5, ""non_family_household_pct"": 15.1, ""lone_person_pct"": 15.1}"
Waanyarra,VIC,SAL22640,2021,49.0,780.0,2.2,94.4,0.0,"{""family_household_pct"": 38.9, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 38.9}"
Waarre,VIC,SAL22641,2021,77.0,725.0,2.0,,,
Wabonga,VIC,SAL22642,2021,0.0,0.0,0.0,,,
Waggarandall,VIC,SAL22643,2021,55.0,1792.0,2.2,108.3,0.0,"{""family_household_pct"": 58.3, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 25.0}"
Wahgunyah,VIC,SAL22644,2021,49.0,1280.0,2.3,79.6,15.5,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 29.0, ""lone_person_pct"": 27.1}"
Wahring,VIC,SAL22645,2021,56.0,1792.0,2.2,88.9,8.3,"{""family_household_pct"": 80.6, ""non_family_household_pct"": 30.6, ""lone_person_pct"": 27.8}"
Wail,VIC,SAL22646,2021,31.0,1312.0,2.4,84.2,15.8,"{""family_household_pct"": 63.2, ""non_family_household_pct"": 26.3, ""lone_person_pct"": 26.3}"
Wairewa,VIC,SAL22647,2021,53.0,885.0,2.0,64.3,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 53.6, ""lone_person_pct"": 46.4}"
Waitchie,VIC,SAL22648,2021,29.0,2166.0,3.1,46.7,0.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Wal Wal,VIC,SAL22649,2021,37.0,1625.0,2.8,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Waldara,VIC,SAL22650,2021,47.0,2456.0,2.8,98.7,3.1,"{""family_household_pct"": 91.2, ""non_family_household_pct"": 8.8, ""lone_person_pct"": 8.8}"
Walhalla,VIC,SAL22651,2021,60.0,724.0,2.3,76.9,30.8,"{""family_household_pct"": 46.2, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 30.8}"
Walhalla East,VIC,SAL22652,2021,0.0,0.0,0.0,,,
Walkerville,VIC,SAL22653,2021,57.0,1062.0,2.0,109.8,0.0,"{""family_household_pct"": 63.4, ""non_family_household_pct"": 36.6, ""lone_person_pct"": 36.6}"
Walkerville North,VIC,SAL22654,2021,65.0,1624.0,1.3,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 100.0, ""lone_person_pct"": 100.0}"
Walkerville South,VIC,SAL22655,2021,56.0,2125.0,2.2,200.0,0.0,"{""family_household_pct"": 233.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Wallace,VIC,SAL22656,2021,42.0,1791.0,2.7,82.9,15.8,"{""family_household_pct"": 68.4, ""non_family_household_pct"": 27.6, ""lone_person_pct"": 23.7}"
Wallacedale,VIC,SAL22657,2021,43.0,1833.0,2.8,72.7,12.1,"{""family_household_pct"": 72.7, ""non_family_household_pct"": 24.2, ""lone_person_pct"": 9.1}"
Wallagaraugh,VIC,SAL22658,2021,67.0,3249.0,1.5,,,
Wallaloo,VIC,SAL22659,2021,45.0,2124.0,3.0,,,
Wallaloo East,VIC,SAL22660,2021,53.0,1124.0,2.5,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Wallan,VIC,SAL22661,2021,33.0,1914.0,3.0,76.3,21.2,"{""family_household_pct"": 82.0, ""non_family_household_pct"": 18.0, ""lone_person_pct"": 16.1}"
Wallinduc,VIC,SAL22662,2021,34.0,1624.0,2.1,21.4,21.4,"{""family_household_pct"": 78.6, ""non_family_household_pct"": 57.1, ""lone_person_pct"": 21.4}"
Wallington,VIC,SAL22663,2021,48.0,2410.0,2.9,91.1,7.3,"{""family_household_pct"": 86.0, ""non_family_household_pct"": 14.9, ""lone_person_pct"": 14.0}"
Wallup,VIC,SAL22664,2021,54.0,2250.0,2.4,92.3,0.0,"{""family_household_pct"": 84.6, ""non_family_household_pct"": 23.1, ""lone_person_pct"": 23.1}"
Walmer,VIC,SAL22665,2021,54.0,1449.0,2.4,93.4,2.8,"{""family_household_pct"": 69.8, ""non_family_household_pct"": 28.3, ""lone_person_pct"": 23.6}"
Walpa,VIC,SAL22666,2021,48.0,1600.0,2.4,82.3,17.7,"{""family_household_pct"": 69.4, ""non_family_household_pct"": 30.6, ""lone_person_pct"": 29.0}"
Walpeup,VIC,SAL22667,2021,52.0,900.0,2.2,84.4,10.9,"{""family_household_pct"": 56.2, ""non_family_household_pct"": 40.6, ""lone_person_pct"": 34.4}"
Walwa,VIC,SAL22668,2021,63.0,924.0,1.7,71.8,17.6,"{""family_household_pct"": 50.6, ""non_family_household_pct"": 51.8, ""lone_person_pct"": 42.4}"
Wandana Heights,VIC,SAL22669,2021,41.0,2549.0,2.9,88.9,10.4,"{""family_household_pct"": 86.1, ""non_family_household_pct"": 14.9, ""lone_person_pct"": 12.9}"
Wandella,VIC,SAL22670,2021,43.0,1125.0,2.3,55.6,0.0,"{""family_household_pct"": 70.4, ""non_family_household_pct"": 29.6, ""lone_person_pct"": 11.1}"
Wandiligong,VIC,SAL22671,2021,47.0,1615.0,2.5,85.7,11.5,"{""family_household_pct"": 74.2, ""non_family_household_pct"": 25.8, ""lone_person_pct"": 21.4}"
Wandin East,VIC,SAL22672,2021,49.0,2250.0,2.7,78.4,13.5,"{""family_household_pct"": 78.4, ""non_family_household_pct"": 20.3, ""lone_person_pct"": 17.6}"
Wandin North,VIC,SAL22673,2021,39.0,1969.0,2.8,86.7,10.1,"{""family_household_pct"": 81.4, ""non_family_household_pct"": 18.3, ""lone_person_pct"": 17.2}"
Wando Bridge,VIC,SAL22674,2021,39.0,2416.0,2.6,53.8,0.0,"{""family_household_pct"": 92.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Wando Vale,VIC,SAL22675,2021,49.0,1583.0,2.6,79.4,11.8,"{""family_household_pct"": 73.5, ""non_family_household_pct"": 17.6, ""lone_person_pct"": 26.5}"
